person_id,political_party,source,description,value
3591,r,Mr & Mrs. Tom Benson,New Orleans Samts Tickets,$680.00
3590,r,Union League Club,Guest Privileges,
3590,r,Guest Privileges,Union League Club,
3567,d,Umversity of Missouri,scholarship,"$5,000.00"
3567,d,Umversity of Missouri,scholarship,"$5,000.00"
3567,d,Umversity of Missouri,scholarship,"$5,000.00"
3567,d,Umversity of Missouri,scholarship,"$5,000.00"
3540,r,University of Georgia,Athletic event tickets in relation to Board Service,$630.00
3540,r,Umversaty of Georgia,Athletic event tickets m relation 10 Board Service,$630.00
3540,r,Umversity of Georgia,Athletic event tickets m relation 10 Board Service,$630.00
3540,r,University of Georgia School of Law,Athletic event tickets in relation to judging moot court competition,$420.00
3540,r,Umversity of Georgia,Athletic event tickets m relation 10 Board Service,$630.00
3540,r,Edsel Taylor Godbey,Gift to children,"$14,000.00"
3540,r,University of Georgia,Athletic event tickets in relation to Board Service,$630.00
3540,r,Umversity of Georgia School of Law,Athletic event tickets in relation to judging moot court competition,$420.00
3539,r,Janet and Ben Cheever,Earphones (gift to reporting person's spouse) (dollar value estimated),$200.00
3539,r,Janet and Ben Cheever,Golf Club (gift 10 reporting person's spouse),$450.00
3535,d,Union League Club of Chicago,Reduced Fee Membership,
3535,d,West Publishing Co.,Complimentary Second Set of F3d,
3535,d,Union League Club of Chicago,Reduced Fee Membership,
3535,d,9 ‘West Publishing Company,Complimentary 2d Set of F.3d,
3535,d,‘Union League Club of Chicago,Reduced Fee Membership,
3535,d,West Publishing Co.,Complimentary Second Set of F3d - See Note 2,$504.21
3535,d,Union League Club of Chicago,See note,$0.00
3525,r,Alan Dershowitz,2 Boston Celtics Tickets,
3525,r,Elena Borisenko,"Prints, Scarf, Plate, Food, Liquor (value is estimated)",$400.00
3518,r,Brooklyn Law School,Use of 2 vacant visiting professors apartments (7/2010); cost to BLS minimal,"$1,000.00"
3518,r,Broo'< vn IL.aw Schoo,", — Transnortation-Dinner Dor Honorary Dezrree",
3518,r,BROOKLYN LAW SCHOOL,"USE OF 2 VACANT VISITING PROFESSORS APARTMENT (727/11-731/11), COST TO BLS MINIMAL","$1,000.00"
3518,r,"Dwight D, Opperman Foundation",The Edward J. Devin Distinguished Service to Justice Award,"$15,000.00"
3518,r,Please see attached explanation,,
3518,r,TR NE Lia Dl. Se Schoo. 3 Perf ara” Rar,~ fhe fn — .0/23-.0/25,"LR CYR A — Lenox, MA"
3518,r,EERE Rad AR LER ARE EA : Schoo.,HE ee. se Melee eo me rroffessors anartment (7/09,0st to BLS minima substitution cost $5 000—625000———
3499,d,Tonalll Society,Lucchesee Boots,$500.00
3499,d,Judge David Bramlette,Paso Fino Filly,"$2,000.00"
3473,d,Phill Thomas (college fratemity brother),Tickets to Washmgton Nationals All-Star game and home run derby,$700.00
3473,d,Calvin Nelson & Melissa Gomez,"Performed wedding in Austin, Tx, 11/21/2013 - 11/24/2013 {hotel and meals)","$1,400.00"
3463,r,SEE PART VIII,SEE PART VIII,$0.00
3463,r,SEE PART VIII,SEE PART VIII,$0.00
3463,r,SEE PART VIII,SEE PART VIII,$0.00
3463,r,SEE PART VIII,SEE PART VIII,$0.00
3463,r,SEE PART VIII,SEE PART VIII,$0.00
3459,d,Gregory Presnell,Guest in rental home in Bahamas (July 2007),
3459,d,Linda Starr (Court Reporter),Two (2) tickets to the Tampa Bay Lightning hockey game,
3456,r,,"Vacation with friends at Sea Island, GA -- lodging and some food","$1,200.00"
3456,r,,"Vacation with friends at Sea Island, GA -- lodging and some food","$1,200.00"
3456,r,,"Vacation with friends at Blowing Rick, NC, mountain home -- lodging & some food",$500.00
3456,r,David and Ann Beam,"Weekend at Cloisters, Sea Island, GA (lodging, some meals, and sporting activities)","$1,600.00"
3456,r,David and Ann Beam,"Weekend at Riverbend Lodge Saratoga, WY (lodging, some meals and sporting activities)","$1,200.00"
3452,r,Tulsa Country Club,"Honorary Membership - July to October 2008 (never used, resigned 10/3 1/08)","$2,200.00"
3452,r,1: Hall Estill Law Firm,Gift certificate to Home Depot Eo —————————————————————————,
3451,r,"Paul Dylliaco, Citibank - Smith Bamey",4 Thckets to PGA SF golf tournament,$300.00
3426,r,Houston Methodist,2 tickets to ALDS Playoff Game,$642.00
3426,r,Monthly dues exemption for members,"The Petroleum Club, Houston EN rei ii—————","$1,006.70"
3426,r,Government service before 10/13/08,ee —————————————————————————————————————— —————,
3426,r,When a new law barred exemptions,ESSN,
3426,r,The Methodist Hospital,Tickets to Astros ALCS,$650.00
3426,r,The Methodist Hospital,Tickets to Astros World Series,"$1,852.00"
3426,r,,cf RAISES L&E,
3414,d,Morgan Stanley Smith Barney,Cafe - Westen,"$100,000.00"
3414,d,Morgan Stanley Smith Bamey,Gif - Weinstein,"$100,000.00"
3414,d,Morgan Stanley Smith Bamey,Gif « Weinstein,"$100,000.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,"$6,000.00"
3401,d,David C. Pratt,"Trip to Antigua on Y acht, 1-14-18 to 1-21-18 (see Part VIII)","44,250.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,S5.000.00
3401,d,David C. Prant,"Trip to Antigua on Yacht, 1-14-18 to 1-21-18 (see Part VIII)","$4,250.00"
3401,d,David C. Prant,St. Louis Cardinals Baseball Tickets,"$6,000.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,"$2,000.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,"$2,500.00"
3401,d,"David C, Pran","St, Louis Cardinals Baseball Tickets","$1,000.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,"$5,000.00"
3401,d,David C. Prant,"Trip to Antigua on Yacht, 1-14-18 to 1-21-18","$4,250.00"
3401,d,David C. Prant,Trip to Three Forks Ranch,"$4,100.00"
3401,d,David C. Pratt,St. Louis Cardinals Baseball Tickets,"$4,000.00"
3401,d,David C. Prant,St. Louis Cardinals Baseball Tickets,$750.00
3400,r,Karen Bakke,Print copy of portrait (see #1 above) - SEE ATTACHMENT,
3400,r,U.S. District Court for the District of North Dakota,July 30 celebration of Judge Rodney Webb senior status - SEE ATTACHMENT,
3394,r,Emme,30th Anniversary Gift,$350.00
3385,d,Joan Leopold Brown,Bronze Desk Sculpiure,"$1,000.00"
3370,d,Former Law Clerks,"10 yr. celebration of service with dinner, invited guests and gift of antique pistol","$3,628.00"
3368,d,,ERAT NANEAE BARAT,
3350,r,Lawyers' Club of San Francisco,Dec 15-San Francisco-Food,
3339,r,James and Arlene Baker (former clients. gift at investiture),,
3339,r,"James and Arlene Baker (former clients, ‘gift at investitore)",fonntain pen,
3334,r,Mark Broadway,Tree pruning,"$1,000.00"
3325,r,Hall &Hall,waiver of attorney's fee—see Note in Part VIII,$925.00
3321,d,Ray Hillenbrand,Investiture reception,"$2,873.30"
3316,d,Institute for Building Technology & Safety,iPad to spouse and facial to me,$700.00
3316,d,Judges of District of New Mexico,American Airlines gift card,$600.00
3309,d,Federal Supplement and FRD,West Publishing Co.,S3.000.00
3309,d,Federal Supplement and FRD,West Publishing Co.,S3.000.00
3309,d,Federal Supplement and FRD,West Publishing Co.,"$3,000.00"
3309,d,Federal Supplement and F.R.D.,West Publishing Co,
3309,d,‘West Publishing Co.,Federal Supplement and F.R.D.,
3309,d,Federal Supplement and F.R.D,West Publishing Co,
3309,d,Federal Supplement and F.R.D.,West Publishing Co.,$3000.00
3309,d,Federal Supplement and FRD,West Publishing Co.,"$3,000.00"
3309,d,Federal Supplement and FRD,West Publishing Co,"$3,000.00"
3309,d,Federal Supplement and FRD,West Publishing Co,"$3,000.00"
3309,d,Federal Supplement and FRD,West Publishing Co.,"$3,000.00"
3309,d,Federal Supplement and FRD,West Publishing Co.,"$3,000.00"
3306,r,Ms. Kiki Courtelis (Permanent Recusal List),Sporting Event Tickets,"$2,920.00"
3306,r,Hunter Bates (personal friend),Ticket to Birthday Party at Breeders Cup,
3306,r,Kelly and Joseph Craft (Permanent Recusal List),Spouse Birthday Girt,$800.00
3306,r,Mr. Joseph Craft (Permanent Recusal : List),Sporting Event Tickets,"$3,100.00"
3306,r,Joseph Craft (Permanent Recusal List),"Transportation To and From Tulsa, Oklahoma","$2,025.00"
3306,r,Joseph Craft (Permanent Recusal List),"Tulsa, Oklahoma Charity Event Ticket",$625.00
3306,r,Joseph Craft (Permanent Recusal List),"New York, New York Sporting Event Ticket",$450.00
3306,r,Town and Country Farm (Permanent Recusal List),One Ticket to Sporting Event (Kentucky),"$2,900.00"
3306,r,Town and Country Farm (Permanent Recusal List),Ome Ticket to Sporting Event (Kentucky),$650.00
3306,r,Joseph Craft (Permanent Recusul List),One Ticket to Sporting Event (New York),$450.00
3306,r,Joseph Craft (Permanent Recusal List),Seven Athletic Tickets,"$2,450.00"
3294,r,Northampton County PA Bar Association,Honorary Free Membership’ Attendance at Events,$520.00
3294,r,Northampton County PA Bar Association,Honorary Free Membership’ Attendance at Events,$530.00
3294,r,Northampton County PA Bar Association,Honorary Free Memberships,$440.00
3289,r,Aldo N. Serafini,"Travel, lodging and meals in Egypt","$3,000.00"
3274,d,Minneapolis Club,Honorary Membership (est. dues),
3274,d,Minneapolis Club,Honorary Membership (est. dues),
3272,d,Harris Bock,Philadelphia Flower Show Preview and Dinner,
3260,r,Duke University School of Law - Master of Judicial Studies Program,"Tution, Room & Board","$20,195.00"
3253,d,Andrea Conte & Phil Bredesen,"Round mip to Jackson, Wyoming, on private et, hotel, van transportation","$4,874.00"
3200,r,The University Club,Honorary Memebership,$500
3200,r,Greg Werner,Tires,"$1,200"
3200,r,Earl & Louise Dixon,Education gift to Mark Martin,"$5,000"
3200,r,Harlan Crow,Bronze Bust of Fredenck Douglass,"$6,484.12"
3200,r,Yale Law School Award of Mert,Stained glass medallion resting in an oak base with a brass plague,$830.00
3196,d,Mayer Brown LLP,Reception following Investiture Ceremony,$2619.00
3186,d,THE ARIZONA CLUB,"HONORARY MEMBERSHIP (DUES, LIKE PRIVILEGES) TERMINA TED 10/31/2008",$500.00
3172,d,"Kukland & Ellis LLP, Wash., DX",Pro bono legal services and costs,"$48,844.00"
3172,d,"Kukland & Ellis LLP, Wash., DX",Pro bono legal services and costs,"$47,324.00"
3172,d,"Kukland & Ellis LLP, Wash., DX",Pro bono legal services and costs,$67082.00
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois",See Part VIZ
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3156,r,Federal Judicial Guest Privileges,"Union League Club, Chicago, Illinois - See Part VIII",
3144,d,New York County Lawyers Association,Engraved Glass Award,$700.00 (estimated)
3142,r,Willham M. Stem,"Hotel room in Wanaka, New Zealand for S mghts","$1,800.00"
3123,r,THE ARIZONA CLUB,SOCIAL AND DINING CLUB,
3123,r,THE ARIZONA CLUB,SOCIAL AND DINING CLUB,
3123,r,THE ARIZONA CLUB,SOCIAL AND DINING CLUB,"$1,140.00"
3123,r,THE ARIZONA CLUB,SOCIAL AND DINING CLUB,
3107,d,Dwight D. Opperman Foundation,2019 Edward J. Devitt Distinguished Service to Justice Award Monetary Gift,"$15,000.00"
3104,r,Union League Club of Chicago,Honorary Membership (Non-resident fee),$ 840.00
3104,r,Washington Golf and Country Club,Honorary Membership,
3104,r,Ulen Golf and Country Club,Honorary Membership,"$2,580.00"
3104,r,Honorary Membership,Washington Golf & Country Club,
3104,r,Honorary Membership/Non-resident fee,Union League Club of Chicago,
3104,r,Honorary Membership,Coral Ridge Country Club,
3104,r,Union League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Washington Goif & Country Club,Henovary Membership,
3104,r,Union League Club of Chicago,Honorary Membership/ Non-resident fee,
3104,r,Corat Ridge Country Club,Honorary Membership,
3104,r,Union League Club of Chicago,Honorary Mcmbcership (Non-resident fe?),
3104,r,Ulen Golf and Country Club,Honorary Membership,
3104,r,Washington Golf and Country Club,Honorary Membership,
3104,r,Union League Club of Chicago,Honorary Membership (Non-resident fee),
3104,r,Coral Ridge Country Club,Honorary Membership,
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umion League Chub of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Union League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Umon League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Coral Ridge Country Club,Honorary Membership,$9328.00
3104,r,Union League Club of Chicago,Honorary Membership (Non-resident fee),$840.00
3104,r,Ashington Golf and Country Club,Honorary Membership,$491700
3104,r,Ulen Golf and Country Club,Honorary Membership,$£2.580.00
3095,d,3.,,
3066,r,Partial Honorary Membership (Dues),Union League Club,
3066,r,Union League Club,Partial Honorary Membership (Dues),
3065,d,India Abroad,Stated dinner value for judge's J during his Person of the Year award acceptance,SS7T0.00
3065,d,Office of the Solicitor General (Dept. of Justice),Judicial Robe (Investiture Gift),$460.00
3047,r,Texas Law Review Association,"Airline, hotel, and book, to be speaker at banquet",$602.00
3046,r,,,SST YOUNGS: SUSUR SSS S——
3045,d,Thomas Jefferson Foundation,Jefferson Medal in Law (donation to charitable organization),"$10,000.00"
3045,d,Grateful American Foundation,"Grateful American Book Prize (donation to iCivics, a not for profit organization)","$13,000.00"
3045,d,Dawn Cardi,Paid for services of a personal shopper,$500.00
3045,d,Marie Antonicci,Gift Certificate to Day Spa,$565.00
3045,d,Yale Law School,Judical Robe,$500.00
3045,d,Nancy Gray,Art - Water Color of Three Owls for office,"$1,125.00"
3045,d,Butler Family,Fine China,"$1,400.00"
3018,d,Missouri Bar Foundation,Spurgeon-Smithson Award,
3018,d,Chns Gennle,Ticket - Masters Golf Tournament,$900.00
3005,d,Northampton County Bar Association,NCBA/PBA dues ($470),$470.00
3005,d,Northampton County Bar Association,NCBA/PBA dues ($470); Reception for the Court ($100),$570.00
3005,d,Northampton County Bar Association,NCBA/PBA dues (S460); Bench-Bar Conference ($381.94),$841.94
3005,d,Northampton County Bar Association,NCBA/PBA dues; Reception for the Court; Bench-Bar Conference,$630.00
3005,d,Northampton County Bar Association,NCBA/PBA dues; Reception for the Court,$560.00
3005,d,Northampton County Bar Association,NCBA/PBA dues; Reception for the Court,$8540.00
3005,d,Northampton County Bar Association,NCBA/PBA dues; Reception for the Court,$560.00
8645,d,Canisus College Board of Trustees,Boston Rocker Chair with Engraving,"$1,995.00"
8645,d,"Hon, Salvatore Martoche, former NYS Appellate Division Justice (friend)",Judicial Robe,$435.48
8645,d,"Terence M. Connors, Esq., my former law partner (friend)",Judicial Robe,$435.48
8645,d,"Rodney Persomus, Esq. and Bran Melber, Esq. of Personius Melber LLP",Knife Block Set - Investiture Gift,$400.00
8645,d,"Connors, LLP - former law partners",Investiture Reception,"$11,342.37"
8643,r,Nancy Atlas Inn of Court,"Honorary Membership (dues, like privileges)",$400.00
8643,r,Nancy Atlas Inn of Court,"Honorary Membership (dues, like privileges)",$400.00
8643,r,Nancy Atlas Inn of Court,"Honorary Membership (dues, like privileges)",$400.00
8643,r,Nancy Atlas Inn of Court,"Honorary Membership (dues, like privileges)",$400.00
8643,r,Nancy Atlas Inn of Court,"Honorary Membership (dues, like privileges)",$400.00
8641,r,Hayley Hanson,Received necklance as an mvestiture present,$650.00
8633,r,"Skadden, Arps, Slate, Meagher & Flom LLP",Judicial mvestiture reception (see Part VIII),"$19,868.04"
8631,d,Fraser Stryker PC LLO,"Investiture Reception - Venue, Beverages, Food, Invitations, Postage","$4,049.60"
8627,r,Jones Day,Food and beverages for my investiture,"$4,246.77"
8607,r,Jones Day,Investiture Reception,"$4,246.77"
8597,r,Joe Perkins,Hunt Fee,$595.00
8585,r,Lafayette Federal Bar Association,Cost of investiture & reception,"$1,000.00"
8585,r,"Juneau David, APLC",Cost of mvestiture & reception,"$26,545.00"
8583,r,"Allegheny County Bar Association, Federal Section",financial contribution towards Judicial nvestiture ceremony and reception,"$1,000.00"
8583,r,Allegheny County Bar Associaton,financial contribution towards Judicial mvestiture ceremony and reception,"$4,000.00"
8583,r,Butler County Bar Association,financial contribution towards Judicial mvestiture ceremony and reception,"$5,000.00"
8580,d,Federal Bar Council,Law Day Dinner,$950.00
8569,d,William Miils,2 Tickets City Harvest Charity Dinner,"$2,000.00"
8569,d,Wilham Mills,2 football tickets,"$1,400.00"
8569,d,William Mills,2 tickets to City Harvest charity dinner,"$2,000.00"
8569,d,Wilham Mills,Football nckets (spouse mcluded),"$1,400.00"
8569,d,William Mills,Tickets to City Harvest dinner {pm ),"$2,000.00"
8569,d,Wilham Mills,lckets to Irelund Funds dumer (mn),$2000.00
8569,d,Wilham Mills,Football nekets ( py ),"$1,400.00"
8566,r,Chase,Credit Card,None
8566,r,Amcrican Express,Credit Card,None
8564,r,Munger Tolles & Olson LLP,Reception following Investiture Ceremony,"$23,170.58"
8562,r,Federal Bar Association,Contribution towards the cost of reception on the occassion of filer's Investiture.,"$5,000.00"
8559,r,Clayton Clark,Tickets LSU vs Texas Football game,$500.00
8553,r,"Union League Club of Chicago, IL",Federal judicial guest privileges - See Part VIII.,
8553,r,"Union League Club of Chicago, IL",Federal judicial guest privileges - See Part VIII.,
8553,r,"Umon League Club of Chicago, IL",Federal judicial guest privileges - See Part VIII,
8544,r,The Greenleaf Corporation,"Roundrip flight on corporate jet from Erie, PA to Teterboro, NJ",$500.00
8543,r,LUmversity of Notre Dame Law School,Judicial Robe and Shipping,$570.27
8543,r,University of Notre Dame Law School,"Catering, Flowers, and Parking for Investiture Ceremony","$23,793.44"
8538,r,Federal Bar Association - Phoenix Chapter,2019 FBA Service Award - Package of yoga classes,$200.00
8538,r,Federal Bar Association - Phoenix Chapter,"2019 FBA Service Award - Donation to Grow Haiti's Children, a 501(c) (3) organization",$500.00
8537,r,Joe Perkins,Hunt Fee,$595.00
8537,r,John Peter Crook McCall,"Tiffany Sterling Gavel, engraved",S500 00
8531,d,George Mason University and J. Booth (individual),upright piano donated to the U.S. Court of International Trade,"$5,000.00"
14448,r,Exempt,,
14448,r,Exempt,,
14448,r,Exempt,,
14448,r,Exempt,,
14448,r,Exempt,,
14459,r,Kirkland & Ellis LLP,Gift of two judicial robes upon confirmation as a judge,"$1,032.59"
14465,r,Hodgson Russ,food and beverage refreshments for investiture ceremony,"$17,402.29"
14465,r,Hodgson Russ,food and beverage refreshments for investiture ceremony,"$17,402.29"
14465,r,Hodgson Russ,food and beverage refreshments for investiture ceremony,"$17,402.29"
14465,r,Hodgson Russ,food and beverage refreshments for investiture ceremony,"$17,402.29"
14413,r,Kutak Rock LLP,Hosting of judicial investiture reception,"$6,500.00"
8660,r,Podhurst Orseck,Retreat,"$1,472.46"
8656,r,"Fleetpride, Inc",Tickets to Master's golf tournament,"$2,998.00"
8656,r,Dallas Asian Amencan Bar Association,Investiture,"$72,350.00"
